,hari,jam,jami,judul,durasi,desc
388,5,14,3,【LIVE】MAIN GAME TAPI GERAKIN KARAKTERNYA PAKE SUARA  ABIS ITU NYANYI ,0 days 01:16:04,"TRAKTIR ANDI NASI PADANG    HTTPS   TRAKTEER ID ANDIADINATA

DONATE VIA STREAMLABS   HTTPS   STREAMLABS COM ANDIADINATACHANNEL TIP
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
389,3,12,3,ALIA VS ANDI   SIAPAKAH YANG AKAN MENANG  【VTUBER ANIME】WITH   ALIA ADELIA CH ,0 days 00:03:37,"SIAPAKAH YANG AKAN MENANG 
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  ALIAADELIA  VTUBEANIME"
390,1,09,3,ALIA ASLI ADIK KANDUNG ATAU      Q A TANYA JAWAB PART    ANDI ADINATA,0 days 00:10:56,"JAWABAN DARI PERTANYAAN PERTANYAAN KALIAN 

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  ALIAADELIA  ANDIADINATAQNA"
391,2,12,3,KENCAN PERTAMA DI KAMAR  NGAPAIN  【VTUBER ANIME】,0 days 00:02:17,"KETEMU SI ENENG   

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  VTUBERANIME  KENCANPERTAMA"
392,5,14,3,【LIVE】SILAKAN REQUEST LAGU  KITA LIVE AKUSTIK NYANYI BARENG,0 days 01:35:02,"TRAKTIR ANDI NASI PADANG    HTTPS   TRAKTEER ID ANDIADINATA

DONATE VIA STREAMLABS   HTTPS   STREAMLABS COM ANDIADINATACHANNEL TIP

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
393,4,09,3,KALO ANDI MASUK NERAKE  VIDEONYA SELESAI 【3D VTUBER ANIME】,0 days 00:02:45,"PART SEBELUMNYA  HTTPS   YOUTU BE WU3FZIFLV7Q

KONSEP TERINSPIRASI DARI NAPKING YANG TERINSPIRASI DARI PARASHOCKX HTTPS   YOUTUBE COM PARASHOCKX
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  VTUBERANIME  VIDEONYASELESAI"
394,2,08,3,DAPAT KIRIMAN SANTET DARI BURHAN    KURMA BALIK    PARODI KARMA 【VTUBER ANIME】,0 days 00:03:28,"EPISODE  KURMA BALIK 

EPISODE   HTTPS   YOUTU BE  GJIHODNLTQ

PENULIS SCRIPT  ENRICO WICAKSANA HTTPS   WWW FACEBOOK COM ENRICO WICAKSANA

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  KURMABALIK  VTUBERANIME"
395,0,07,1,【COVER】KOKORONASHI 「心做し」  ANDI ADINATA,0 days 00:04:33,"LAGU YANG PALING BANYAK DIREQUEST KALIAN NIH  

  VOCAL  ANDI ADINATA
  MIX   MASTERING    KURURU 
  ART  KAZUROZEN HTTPS   WWW INSTAGRAM COM KAZUROZEN
  ORIGINAL SINGER  GUMI 
  COMPOSER  CHOUCHOU P

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATACOVER  KOKORONASHI  VTUBERINDONESIA"
396,5,14,3,【LIVE】ASMR PERTAMA  NGOMONG BISIK BISIK  SIAPKAN EARPHONE   HEADPHONE KALIAN ,0 days 01:14:16,"TRAKTIR ANDI NASI PADANG    HTTPS   TRAKTEER ID ANDIADINATA

DONATE VIA STREAMLABS   HTTPS   STREAMLABS COM ANDIADINATACHANNEL TIP

ART  HTTPS   WWW INSTAGRAM COM KUROYUKI A 
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
397,3,09,3,HATI HATI PERTANYAAN MENJEBAK  KALO SALAH JAWAB DAPAT HUKUMAN,0 days 00:13:25,"GUE GAK MAU MAIN GAME INI LAGI  
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  VTUBERINDONESIA  TESKECERDASAN"
398,1,13,3,DI JEPANG ENAKNYA NGAPAIN YA  ANDI JALAN JALAN KE JEPANG 【3D VTUBER ANIME】,0 days 00:03:09,"GUE MAIN KE JEPANG KALI INI GUYS  
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  VTUBERANIME  JALANJALANKEJEPANG"
399,6,08,3,【COVER】NANDEMONAIYA   RADWIMPS  KIMI NO NA WA OST    ANDI ADINATA     AISHA CHANNEL,0 days 00:07:10,"MESKIPUN TERPISAH JARAK YANG JAUH  NAMUN KITA TETAP TERHUBUNG SECARA VIRTUAL  KOLABORASI PERTAMA ANTARA GUE DAN AISHA  VTUBER DARI THAILAND  MAMPIR KE CHANNELNYA AISHA JUGA YA GUYS 

  VOCALS  
ANDI ADINATA
​  AISHA CHANNEL 
  MIX   MASTERING    KURURU 
  ORIGINAL SINGER  RADWIMPS
  ANIME  KIMI NO NA WA   YOUR NAME OST

 NANDEMONAIYA  RADWIMPS  YOURNAME
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  AISHPROJECT  NANDEMONAIYA"
400,4,14,3,【LIVE】TAMASYA KE LUAR NEGERI  JALAN JALAN DULU KITA ,0 days 01:36:03,"TRAKTIR ANDI NASI PADANG    HTTPS   TRAKTEER ID ANDIADINATA

DONATE VIA STREAMLABS   HTTPS   STREAMLABS COM ANDIADINATACHANNEL TIP
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
401,3,12,3,SAY NO TO JOMBLO   ANDI PUNYA PACAR LIMA  【3D VTUBER ANIME】,0 days 00:03:21,"APA ITU JOMBLO  HAHAHAHAHA

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  VTUBERANIME  PUNYAPACARLIMA"
402,6,09,3,LUKA YANG KURINDU   MAHEN  VERSI JEPANG  忘れられない君へ   ANDI ADINATA COVER,0 days 00:03:40,"GUE BALIK LAGI DENGAN COVERAN TRANSLIRIK BAHASA JEPANG  KALI INI LAGUNYA LUKA YANG KURINDU OLEH MAHEN 

  VOCAL  ANDI ADINATA
  MIX   MASTERING   KURURU 
  ORIGINAL SINGER  MAHEN   LUKA YANG KURINDU
  INSTRUMENTAL  HTTPS   YOUTU BE CBJYHM8Z3O4
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATACOVER  LUKAYANGKURINDU  LAGUINDONESIVERSIJEPANG"
403,5,15,3,【LIVE】SILAKAN REQUEST LAGU  KITA LIVE AKUSTIK JAM  MALAM ,0 days 01:41:03,"TRAKTIR ANDI NASI PADANG    HTTPS   TRAKTEER ID ANDIADINATA

DONATE VIA STREAMLABS   HTTPS   STREAMLABS COM ANDIADINATACHANNEL TIP

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
404,4,08,3,LUCUAN MANA KUCING ATAU ANJING  【VTUBER ANIME】WITH  HR GRAM STUDIO,0 days 00:03:18,"LUCUAN KUCING ATAU ANJING  KALI INI GUE COLLAB SAMA IDANG DARI  HR GRAM STUDIO 

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  HRGRAM  VTUBERANIME"
405,3,09,3,JONES NOTE  PARODI DEATH NOTE  BIKIN ORANG JOMBLO PAKE BUKU INI【VTUBER ANIME】WITH  ALIA ADELIA CH ,0 days 00:04:17,"JONES NOTE BIKIN ORANG JOMBLO ABADI 

PENULIS SCRIPT  YUKIASA AIRA HTTPS   FACEBOOK COM TANAKA AIRA 

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  VTUBERANIME  JONESNOTE"
406,6,09,3,SUARA ANDI BIKIN JURI NAIK DARAH   AUDISI INDONESIAN NGIDOL  【3D VTUBER ANIME】WITH  ALIA ADELIA CH ,0 days 00:04:32,"IKUT AUDISI INDONESIAN NGIDOL DULU 

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  VTUBERANIME  INDONESIANIDOL"
407,5,15,3,【LIVE】BISAKAH KITA TAMATIN OUTLAST MALAM INI  SAKSIKAN GUYS  OUTLAST INDONESIA PART ,0 days 02:12:38,"TRAKTIR ANDI NASI PADANG    HTTPS   TRAKTEER ID ANDIADINATA

DONATE VIA STREAMLABS   HTTPS   STREAMLABS COM ANDIADINATACHANNEL TIP

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
408,4,10,3, COVER  YESTERDAY   OST HELLO WORLD 「OFFICIAL髭男DISM   イエスタデイ」 ANDI ADINATA,0 days 00:05:03,"BANYAK YANG REQUEST LAGU INI JADI GUE NYANYIIN  SEMOGA SUKA YA 

  VOCAL  ANDI ADINATA
  MIX   MASTERING   KURURU 
  ORIGINAL SINGER  OFFICIAL髭男DISM   YESTERDAY イエスタデイ
  INSTRUMENTAL  HTTPS   YOUTU BE ISDDBBX3HQU

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  YESTERDAY  OFFICIAL髭男DISM"
409,3,09,3,MISTERI HILANGNYA SUSU JULEHA   KURMA BALIK  PARODI KARMA  【VTUBER ANIME】WITH  ALIA ADELIA CH ,0 days 00:03:35,"KEMBALI LAGI DI ACARA KURMA BALIK 

PENULIS SCRIPT  ENRICO WICAKSANA HTTPS   WWW FACEBOOK COM ENRICO WICAKSANA

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  VTUBERANIME  KURMABALIK"
410,5,14,3,【LIVE】KELILING INDONESIA   GUE MAMPIR KE KOTA KALIAN  GOOGLE EARTH ,0 days 01:33:33,"TRAKTIR ANDI NASI PADANG  HTTPS   TRAKTEER ID ANDIADINATA

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
411,4,10,3, HIROAKI KATO    ANDI ADINATA   NADA SOUSOU  VERSI INDONESIA ,0 days 00:04:38,"LAGU INI  NADA SOUSOU ADALAH LAGU JEPANG YANG DITRANSLIRIK  KE BAHASA INDONESIA OLEH HIROAKI KATO DAN ARINA EPHIPANIA  TERIMA KASIH HIROAKI KATO SAN ATAS KOLABORASINYA 

JANGAN LUPA MAMPIR KE CHANNEL KATO SAN YA 

ORIGINAL LYRICS  RYOKO MORIYAMA
INDONESIAN LYRICS   HIROAKI KATO    ARINA EPHIPANIA
SONGS  BEGIN

PRODUCED AND ARRANGED BY  ARI RENALDI

ANDI ADINATA  VOCAL
 HIROAKI KATO  VOCAL  BACKING VOCAL  GUITAR
ARINA EPHIPANIA  FLUTE
TOPAN ABIMANYU  GUITARS
RUDY ZULKARNAEN  BASS
ARI RENALDI  DRUMS

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  NADASOUSOU  HIROKAKIKATO"
412,6,08,3,BANGUNIN ALIA TIDUR   PENGUMUMAN PEMENANG LOMBA CERITA MAHA5 【3D VTUBER ANIME】WITH  ALIA ADELIA CH ,0 days 00:03:11,"ALIA TIDUR MULU NIH  
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  ALIAADELIA  VTUBERANIME"
413,5,14,3,【LIVE】NANTANGIN SUGENG LAGI    OUTLAST INDONESIA PART ,0 days 01:32:44,"TRAKTIR ANDI NASI PADANG    HTTPS   TRAKTEER ID ANDIADINATA
DONATE VIA STREAMLABS   HTTPS   STREAMLABS COM ANDIADINATACHANNEL TIP

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
414,4,09,3,APA KEPANJANGAN THR  KOMEN DI BAWAH  【VTUBER ANIME】WITH  ALIA ADELIA CH ​,0 days 00:01:59,"ADA YANG TAU KEPANJANGAN THR 

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  ALIAADELIA  VTUBERANIME"
415,3,09,3,SUGENG PANTANG MENYERAH   MAIN PETAK UMPET BARENG SUGENG   OUTLAST INDONESIA PART ,0 days 00:13:28,"PLAYLIST OUTLAST  HTTPS   WWW YOUTUBE COM PLAYLIST LIST PLSB5RKY HHSUVZPPXP XJGCAQ5MFRDDWC

TRAKTIR ANDI NASI PADANG  HTTPS   TRAKTEER ID ANDIADINATA
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
416,1,06,1,AKAD   PAYUNG TEDUH  VERSI JEPANG  誓い   ANDI ADINATA COVER,0 days 00:04:19,"HALO APA KABAR SEMUA GUE BALIK LAGI DENGAN COVERAN TRANSLIRIK BAHASA INDONESIA KE JEPANG  KALI INI GUE COVER LAGU AKAD NYA PAYUNG TEDUH  SEMOGA KALIAN SUKA 

  VOCAL  ANDI ADINATA
  MIX   MASTERING   KURURU 
  ORIGINAL SINGER  PAYUNG TEDUH   AKAD  誓い   CHIKAI 
  INSTRUMENTAL  HTTPS   YOUTU BE BR 7YKLUDXA

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATACOVER  AKAD  LAGUINDONESIAVERSIJEPANG"
417,6,09,3,APAKAH AKAN DIMAAFKAN     SELAMAT HARI RAYA IDUL FITRI  H【3D VTUBER ANIME】WITH  ALIA ADELIA CH ,0 days 00:03:41,"SELAMAT HARI RAYA IDUL FITRI  H TEMAN TEMAN SEMUA  MOHON MAAF LAHIR DAN BATIN  

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM 
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
418,4,09,3,ANDI BIKIN ALIA KESEL   ALIA NAIK PITAM【3D VTUBER ANIME】WITH  ALIA ADELIA CH ​,0 days 00:04:48,"SSSST   GUE PUNYA TIPS JITU BUAT MENGGAET WANITA  SEMOGA BERGUNA BUAT KITA SEMUA 

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
419,2,12,3,BUBUR DIADUK VS BUBUR TIDAK DIADUK   MANA YANG LEBIH ENAK  【VTUBER ANIME】WITH  ALIA ADELIA CH ,0 days 00:03:31,"BUBUR MENDING DIADUK ATO GA DIADUK 

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  ALIAADELIA  VTUBERANIME"
420,5,15,3,【LIVE】GUE BAKAL NYANYI LAGU REQUEST KALIAN,0 days 01:38:22,"TRAKTIR ANDI NASI PADANG  HTTPS   TRAKTEER ID ANDIADINATA

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
421,4,10,3,SURAT CINTA UNTUK STARLA   VIRGOUN  VERSI JEPANG  スターラへのラブレター   ANDI ADINATA COVER,0 days 00:04:27,"HALO  GUE BALIK LAGI DENGAN COVERAN TRANSLIRIK BARU  KALI INI GUE COVER LAGUNYA VIRGOUN  SURAT CINTA UNTUK STARLA  SEMOGA KALIAN SUKA 

  VOCAL  ANDI ADINATA
  MIX   MASTERING  ANDI ADINATA
  ORIGINAL SINGER  VIRGOUN   SURAT CINTA UNTUK STARLA  スターラへのラブレター STARLA E NO LOVE LETTER 
  INSTRUMENTAL  HTTPS   YOUTU BE AUZLKVQDALO
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATACOVER  SURATCINTAUNTUKSTARLA  LAGUINDONESIAVERSIJEPANG"
422,2,10,3,MEMBONGKAR VIRTUAL YOUTUBER   APA ITU VTUBER  【3D VTUBER ANIME】WITH  ALIA ADELIA CH ,0 days 00:04:51,"VIRTUAL YOUTUBER   VTUBER ADALAH MAKHLUK DARI ALAM YANG BERBEDA  


                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADINATA  ALIAADELIA  VTUBERANIME"
423,5,13,3,ANDI DISUNAT BAMBANG   TOLONGIN GUE MAU DISUNAT   OUTLAST INDONESIA PART ,0 days 00:15:04,"PLAYLIST OUTLAST  HTTPS   WWW YOUTUBE COM PLAYLIST LIST PLSB5RKY HHSUVZPPXP XJGCAQ5MFRDDWC

TRAKTIR ANDI NASI PADANG  HTTPS   TRAKTEER ID ANDIADINATA

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADIANTAGAMING  VTUBERINDONESIA  OUTLASTINDONESIA"
424,1,15,3,【LIVE】AKUSTIKAN SAMBIL NYANYI LAGU INDONESIA   JEPANG,0 days 01:31:13,"TRAKTIR ANDI NASI PADANG    HTTPS   TRAKTEER ID ANDIADINATA

DONATE VIA STREAMLABS   HTTPS   STREAMLABS COM ANDIADINATACHANNEL TIP
                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM"
425,4,09,3,GAWAT  KENAPA ALIA NANGIS   【3D VTUBER ANIME】WITH  ALIA ADELIA CH ,0 days 00:03:03,"SI ALIA NANGIS  KENAPA  

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADIANTA  ALIAADELIA  VTUBERANIME"
426,2,15,3,BISA JAWAB GAK     KUIS WHO WANTS TO BE A MILLIONAIRE INDONESIA【VTUBER ANIME】WITH  ALIA ADELIA CH ,0 days 00:04:01,"BANTUIN JAWAB GUYS   GUE LAGI IKUTAN KUIS NIH 

                                                                              
SUBSCRIBE FOR MORE UPDATES 

   TWITTER
HTTPS   TWITTER COM ANDIADINATA ID

   INSTAGRAM
HTTPS   WWW INSTAGRAM COM ANDIADINATA ID

   FACEBOOK
HTTPS   WWW FACEBOOK COM ANDI ADINATA CHANNEL 

   EMAIL
VRANDIADINATA GMAIL COM

 ANDIADIANTA  ALIAADELIA  VTUBERANIME"
